,topic,words,primitives,category,primitives_corrected,primitives_corrected_1,primitives_corrected_2
325,325,"['zieckte' 'contagieuse' 'sieckte' 'droefheijt' 'quaede' 'sonderlijnghe'
 'daegelicx' 'brijngen' 'tijdijnge' 'ghesontheijt' 'quaet' 'vuijt'
 'perijckel' 'noodt' 'waerheijt' 'daeghelicx' 'beliefven' 'sulck' 'eenich'
 'neersticheijt' 'gheraeckt' 'ghemeente' 'ghelijck' 'vertroosten' 'quade'
 'gheworden' 'diveersche' 'grootelicx' 'droeve' 'eijghen' 'peste'
 'daghelicx' 'caude' 'voorseijde' 'soomen' 'eenighe' 'draeghen' 'gheweest'
 'daeraf' 'ghevoelen' 'conde' 'conden' 'oversulcx' 'ghebeuren' 'gemerckt'
 'sieck' 'wesen' 'daerover' 'godt' 'causeerde']",97,9,63,71,118
326,326,"['directeuren' 'participanten' 'inteekening' 'capitaal' 'reekening'
 'navigatie' 'commercie' 'gequalificeerde' 'jaarlijks' 'obligatien'
 'goedvinden' 'gequalificeert' 'winst' 'zullen' 'actien' 'overstaan'
 'verpligt' 'weezen' 'kunnen' 'zaaken' 'zoodanige' 'zodanige' 'societeit'
 'vorderen' 'voldoen' 'mogte' 'articul' 'weduwen' 'nut' 'moogen' 'betaalt'
 'bestuurders' 'rekening' 'ingevalle' 'gedaane' 'penningen' 'nadeel'
 'voorsz' 'mogen' 'voortaan' 'boekhouder' 'republicq' 'ingezetenen'
 'voldaan' 'mogten' 'maatschappij' 'pæne' 'vastgesteld' 'bestaan'
 'directeurs']",97,2,33,61,81
327,327,"['uure' 'vlagge' 'maal' 'uuren' 'tuijs' 'smiddags' 'vlag' 'gaan' 'tusse'
 'klok' 'tooren' 'gespeelt' 'savons' 'kindere' 'carilion' 'hooghijd'
 'gehat' 'alwaar' 'waater' 'do' 'uur' 'drijcaleurig' 'avons' 'braaf'
 'klokken' 'daar' 'desember' 'plaas' 'waar' 'tijd' 'nags' 'kerk' 'dag'
 'franse' 'gegaan' 'geluijt' 'hat' 'toorens' 'drijcaleurige' 'swaare'
 'woensdag' 'smorgens' 'waare' 'kreeg' 'laat' 'heeden' 'godsdienst'
 'straat' 'geluid' 'sondag']",97,11,87,153,230
328,328,"['collatores' 'beurssen' 'jaerlijxs' 'studeren' 'beseth' 'gefondeert'
 'deecken' 'vrinden' 'naeste' 'outsten' 'hijligen' 'daervan' 'geslacht'
 'canonick' 'predicaren' 'janskerck' 'gulden' 'vierentwintich' 'beset'
 'boxtel' 'pastoor' 'beurs' 'eodem' 'vijftich' 'vijff' 'daertoe'
 'ettelicke' 'gemackt' 'schoole' 'naesten' 'rog' 'bloede' 'dertien'
 'gefundeert' 'driehondert' 'schole' 'anno' 'geslagt' 'studie' 'gerit'
 'helmont' 'hondert' 'daervoor' 'jongens' 'achtien' 'sestien' 'bos'
 'student' 'sijmon' 'arnoldus']",96,4,77,37,49
329,329,"['nonne' 'comissarius' 'suster' 'professie' 'mertens' 'prior' 'godtshuyse'
 'bethanien' 'xxiij' 'magdalena' 'iij' 'xxiiij' 'priorinne' 'xvic'
 'godtshuys' 'elisabeth' 'xviij' 'convente' 'religien' 'habijt' 'gecleet'
 'xiij' 'anna' 'iiij' 'catharina' 'onsen' 'xxij' 'augustyn' 'jare' 'xxx'
 'elst' 'xix' 'inden' 'xvij' 'ontfinck' 'bruyt' 'xxv' 'out' 'januario'
 'mater' 'barbara' 'pater' 'maria' 'wesende' 'convent' 'julius' 'viij'
 'vij' 'sterf' 'xxvi']",96,12,83,86,98
330,330,"['hanswijck' 'kerck' 'junii' 'welcken' 'beeldt' 'capelle' 'rombauts'
 'topp' 'autaer' 'rombouts' 'reliquien' 'musieck' 'getransporteert'
 'julii' 'gewesene' 'rombout' 'miraculeus' 'alderheyligste' 'staende'
 'welcke' 'alsdan' 'gestaen' 'synde' 'vergeselschapt' 'metropolitaine'
 'predickheeren' 'solemnele' 'peeters' 'kercke' 'gegaen' 'gestelt'
 'gelijck' 'grooten' 'vrouwe' 'venerabel' 'wirdt' 'choor' 'merckt'
 'processie' 'capittel' 'gudula' 'vereert' 'devotie' 'dewelcke' 'tuschen'
 'coningen' 'eeren' 'aldaer' 'feestdagh' 'gewese']",95,14,85,149,148
331,331,"['korven' 'bijen' 'korf' 'aardappels' 'uitgebroken' 'aardappelen' 'thans'
 'kost' 'heide' 'zulk' 'boekweit' 'tothiertoe' 'erwten' 'heb' 'voorraad'
 'centen' 'dagelijks' 'maar' 'daarvan' 'echter' 'genoeg' 'trouwens'
 'overvloedig' 'werkzaam' 'steeds' 'voorjaar' 'enz' 'deugd' 'nimmer'
 'zaak' 'rijzend' 'zetten' 'week' 'ledig' 'uitmuntend' 'gaan' 'goed'
 'mogelijk' 'nooit' 'buiten' 'genoegzaam' 'hooi' 'dalend' 'althans'
 'staan' 'daarmede' 'aanwezig' 'krijgen' 'mogt' 'daarom']",95,6,77,73,79
332,332,"['keyserlyke' 'majesteyt' 'koninglyke' 'keyser' 'keyzerinne' 'syne'
 'theresia' 'keyzer' 'aen' 'keyzerlyke' 'naem' 'verspreyd' 'afbeeldsel'
 'oostenryksche' 'oostenrykers' 'uytnemende' 'weerdigheyd' 'patrioten'
 'kloekmoedigheyd' 'zyne' 'hoogheyd' 'gene' 'souverynen' 'aenbieden'
 'luyster' 'wirden' 'syn' 'verdedinge' 'wird' 'koninglyk' 'oostenryk'
 'ryk' 'maekt' 'synde' 'maght' 'nae' 'raed' 'vereysschen' 'zyn'
 'ondertuschen' 'josephus' 'aengezien' 'doorluchtigen' 'gelyk' 'uyt'
 'voornaemste' 'troeppen' 'souvereyn' 'vertaeling' 'pruyssen']",95,8,58,77,87
333,333,"['vreijheijt' 'gelogeerd' 'soldaaten' 'geuzen' 'gecoomen' 'gelaaten'
 'gepasseerd' 'paerd' 'geslaagen' 'augst' 'enige' 'geestelijken' 'fransen'
 'weesende' 'laasten' 'ruiters' 'voorz' 'coomen' 'wethouderen' 'logeeren'
 'deezen' 'zoom' 'boxtel' 'slaan' 'regiment' 'hen' 'regimenten'
 'garnisoen' 'geld' 'vermoord' 'behalven' 'gebleeven' 'geleegen' 'aijlva'
 'belegering' 'guarnisoen' 'henne' 'gemarcheert' 'paerden' 'bosch'
 'burgers' 'cavallery' 'eenigen' 'duijtse' 'ettelijcke' 'beleg' 'commando'
 'meijnende' 'ruijters' 'hooghijdt']",94,1,58,15,25
334,334,"['servaes' 'trier' 'bisschop' 'luyck' 'tongeren' 'luijck' 'aertsbisschop'
 'heijligen' 'kerke' 'maestricht' 'gecoosen' 'heylig' 'geestelykheyd'
 'keyzer' 'biss' 'kerck' 'suffragaen' 'maestrigt' 'cardinael' 'geest'
 'heyligen' 'heilige' 'heyligheyd' 'bisdom' 'tydstip' 'bisschoppen'
 'sancte' 'lotharius' 'romen' 'aerts' 'reliquien' 'capittel' 'ceulen'
 'eminentie' 'rooms' 'hertog' 'heylige' 'kerk' 'gods' 'cruys' 'keurvorst'
 'coning' 'coningen' 'ryk' 'verdestrueert' 'catholyke' 'tyd' 'rhyn'
 'mentz' 'genoemt']",93,14,24,25,47
335,335,"['terwe' 'haver' 'koren' 'rogge' 'stuyvers' 'graen' 'haever' 'stuyver'
 'gerst' 'tarwe' 'dierte' 'schellingen' 'dierder' 'sack' 'stuijvers'
 'coren' 'boonen' 'advenant' 'graenen' 'gerste' 'broot' 'malder' 'kaes'
 'erten' 'pond' 'kooren' 'garst' 'roggen' 'stuijver' 'guldens' 'verkoght'
 'vat' 'gulden' 'maete' 'koopen' 'schepel' 'golt' 'pondt' 'broodt' 'rog'
 'schellijngen' 'brood' 'meuken' 'goldt' 'prijs' 'sak' 'backers' 'meel'
 'brooden' 'pont']",93,6,37,142,211
336,336,"['geschildert' 'glas' 'ingang' 'kerkmeesteren' 'geschilderd' 'eerepoort'
 'gebouw' 'geplaast' 'geplaatst' 'konstig' 'kruijs' 'gemaakt'
 'verbeeldende' 'gedaante' 'colommen' 'boog' 'vierkant' 'voorgevel' 'kerk'
 'orgel' 'tafereel' 'zuijdzijde' 'werk' 'wapen' 'kas' 'geschonden' 'zogt'
 'vercierd' 'aan' 'deze' 'besteed' 'beeld' 'midden' 'verbeeld'
 'schilderyen' 'vergulde' 'stond' 'capel' 'straat' 'bloemen' 'booven'
 'stadshuijs' 'staande' 'glaezen' 'predikstoel' 'geplaest' 'fraije'
 'noordzijde' 'regt' 'omloop']",92,10,22,51,53
337,337,"['zaan' 'schuyte' 'zaandam' 'kwaamen' 'slee' 'paarde' 'paarden'
 'wormerveer' 'digt' 'vaaren' 'heen' 'vaart' 'weg' 'schuijt' 'maakte'
 'toen' 'ijs' 'kon' 'kwam' 'gereeden' 'zuijder' 'straat' 'geraakten'
 'dijk' 'raakte' 'laag' 'schuijten' 'lagen' 'weeder' 'waater' 'amstel'
 'jagten' 'waar' 'begon' 'gemaakt' 'alwaar' 'schuijte' 'meenigte' 'nags'
 'kreeg' 'dyk' 'zag' 'waardoor' 'genoodzaakt' 'gaan' 'stark' 'maar' 'lag'
 'duym' 'paard']",90,10,76,95,133
338,338,"['id' 'guill' 'ch' 'jos' 'em' 'fils' 'smet' 'franc' 'jacq' 'crombrugghe'
 'dellafaille' 'lichtervelde' 'joseph' 'aken' 'jean' 'minne' 'francies'
 'brigadier' 'jac' 'bauwens' 'hecke' 'louis' 'petrus' 'bast' 'hane'
 'cardon' 'rentier' 'henri' 'buck' 'capitaine' 'bois' 'lieut' 'bernard'
 'clercq' 'goethals' 'frans' 'moor' 'potter' 'jacques' 'coppens' 'loose'
 'maes' 'baptiste' 'fr' 'cock' 'kapiteyn' 'pierre' 'obijt' 'fran'
 'overwaele']",90,4,81,76,202
339,339,"['verbrand' 'brand' 'afgebrand' 'vuur' 'geblust' 'dak' 'vernield'
 'afgebrant' 'ontstond' 'gebluscht' 'vlam' 'geplundert' 'gebouw'
 'meubelen' 'molen' 'vlammen' 'gebouwen' 'beschadigt' 'beschadigd'
 'klooster' 'toren' 'huizen' 'geworpen' 'verbrande' 'huysen' 'gelegd'
 'gestoken' 'geraekt' 'brant' 'gevat' 'schuur' 'fabriek' 'beschaedigt'
 'kolen' 'wierd' 'bewaard' 'gesprongen' 'verzekerd' 'kerk' 'asschen'
 'hout' 'huijzen' 'gedeelte' 'grond' 'muuren' 'begroot' 'gelegt' 'gang'
 'vond' 'huizinge']",90,9,62,171,155
340,340,"['breeden' 'consenteren' 'penninck' 'geconsenteert' 'petitie' 'datmen'
 'schattinge' 'raet' 'wesen' 'souden' 'nochtans' 'gheconsenteert' 'gelyck'
 'vergadert' 'versochten' 'soe' 'begheert' 'consenteerden' 'comen'
 'benauden' 'mochten' 'gemeynte' 'elck' 'gheven' 'raedt' 'alsoe' 'connen'
 'ghenen' 'nyet' 'genoch' 'inconvenienten' 'omme' 'guldenen' 'daeromme'
 'metten' 'sulcx' 'sullen' 'moghen' 'vynden' 'sulcke' 'cost'
 'vergaderinge' 'begeert' 'borgeren' 'dicwils' 'behoeff' 'gheen'
 'borghers' 'soude' 'consenteeren']",90,4,80,96,86
341,341,"['luit' 'vaandel' 'luitenant' 'vendrig' 'vaandrig' 'kluit' 'andel'
 'demissie' 'hoyer' 'captein' 'beek' 'luitenants' 'aanstellen' 'plaatze'
 'leendert' 'aanstelling' 'crijgsraat' 'fauvarcq' 'krijgsraad'
 'aangestelt' 'blauwe' 'kapitein' 'gem' 'capitein' 'burgerije' 'agtb'
 'vendel' 'ary' 'corn' 'capiteinen' 'sandifort' 'magistraat' 'præsident'
 'burgermr' 'aangesteld' 'adelborsten' 'burgerij' 'ondergetekende'
 'vroedschap' 'dirk' 'manhaften' 'leeden' 'voorgedragen' 'achtb' 'krijger'
 'præses' 'plaats' 'sergeant' 'joh' 'poortermans']",90,4,49,116,86
342,342,"['aardbeving' 'gevoeld' 'huizen' 'frankrijk' 'veroorzaakt' 'vernield'
 'duitschland' 'beschadigd' 'verbazende' 'gedeelte' 'plaatzen' 'gewoed'
 'ontstond' 'gebeurd' 'waardoor' 'onderscheiden' 'omgekomen'
 'verscheidene' 'gebouwen' 'duizenden' 'bekend' 'veroorzaakte' 'plaatsen'
 'zwaar' 'nederland' 'zag' 'eiland' 'beroofd' 'waarbij' 'naderhand'
 'echter' 'verspreid' 'had' 'afgebrand' 'aangebragt' 'bewaard'
 'ontzettende' 'rijk' 'keizer' 'brand' 'schoorsteenen' 'zich' 'zommige'
 'reeds' 'zie' 'ontzettend' 'zwaare' 'ondersteund' 'verschrikkelijk'
 'waarvan']",89,9,69,102,114
343,343,"['sc' 'gou' 'dinghen' 'xxxvi' 'woert' 'dierder' 'xxxii' 'xxiiii' 'plach'
 'xxx' 'iiii' 'xxv' 'haever' 'broot' 'pont' 'vercochten' 'graen' 'gerste'
 'terwe' 'vlees' 'cost' 'ghecrijghen' 'huerlien' 'advenant' 'alsoe' 'xxxv'
 'dinck' 'benauden' 'ix' 'xii' 'bourghers' 'vorts' 'xvi' 'xiiii' 'bruxsel'
 'vi' 'iii' 'xxvi' 'kooren' 'sloech' 'xviii' 'wt' 'viii' 'luttel' 'waest'
 'gulden' 'dier' 'soudaten' 'xvc' 'sout']",88,15,65,144,125
344,344,"['classis' 'delff' 'claesz' 'delfshaven' 'sijnode' 'schieland' 'beroep'
 'kerkelijke' 'beroepinge' 'vorder' 'geschrifte' 'gedeputeerden'
 'dienvolgende' 'versoeken' 'burgemeesteren' 'dewijle' 'geregte' 'versoek'
 'vergaderinge' 'saek' 'sodanige' 'geresolveert' 'versoekende' 'behoort'
 'saken' 'godes' 'schout' 'hoove' 'soeken' 'behooren' 'ontslaan'
 'beroeping' 'gevraagt' 'beroepen' 'derselver' 'seggen' 'voorsz' 'versogt'
 'reverentie' 'articulen' 'geprocedeert' 'jacopsen' 'verclaren'
 'disponeeren' 'disponeren' 'antwoorden' 'gerecommandeert' 'antwoort'
 'authoriteyt' 'vurts']",88,14,67,77,77
345,345,"['graden' 'thermometer' 'warmte' 'koude' 'staart' 'winter' 'soort' 'maand'
 'gebrek' 'duurte' 'wijnig' 'zomer' 'droogte' 'gezien' 'gevoeld'
 'geheugen' 'bijzonder' 'zoodanig' 'gerekend' 'koud' 'natuur' 'groei'
 'sterk' 'somtijds' 'buitengewone' 'jaar' 'tijd' 'deze' 'comeet'
 'weerglas' 'allerlei' 'buitengewoon' 'menigvuldig' 'digt' 'lugt' 'niets'
 'etmaal' 'kaas' 'hitte' 'genoegzaam' 'koejen' 'minder' 'geen' 'genoeg'
 'graed' 'zulk' 'nog' 'kout' 'stand' 'maar']",88,3,50,28,30
346,346,"['balliuw' 'leenmannen' 'voorne' 'ruard' 'vierschaar' 'putten' 'parthijen'
 'deezen' 'strandrooff' 'keuren' 'overigheid' 'schouten' 'judicatuure'
 'brielle' 'placcaat' 'lande' 'wijzen' 'sustenue' 'uedel' 'geregten'
 'lankhorst' 'relatie' 'misdaad' 'respective' 'geervliet' 'zeevonden'
 'crimineele' 'saake' 'jurisdictie' 'dagvaardingen' 'gedagvaart' 'off'
 'hoff' 'specialijk' 'boelhuismeester' 'geinsereert' 'verscheide'
 'zodanige' 'hoge' 'uitspraak' 'saaken' 'mogenden' 'procedures'
 'gerechten' 'vonnissen' 'zulx' 'voorn' 'authoriteit' 'mitsgaders'
 'ingezeetenen']",87,7,58,63,46
347,347,"['gecoosen' 'regeert' 'luijck' 'regeerde' 'anno' 'iaer' 'bisschop'
 'mensen' 'leo' 'luyck' 'tongeren' 'lotteringen' 'geregeert' 'kerck'
 'romijn' 'romen' 'soone' 'maestricht' 'int' 'stierff' 'genaempt'
 'clemens' 'huij' 'eodem' 'wirdt' 'geset' 'magnus' 'doot' 'stoel' 'sterff'
 'maestrecht' 'gemackt' 'gebrant' 'cop' 'aft' 'broder' 'vermoort' 'paus'
 'vuyt' 'ryck' 'ao' 'bekeert' 'soon' 'lambrecht' 'naem' 'abt' 'regel'
 'iaeren' 'carolus' 'roomen']",85,12,7,32,31
348,348,"['psalm' 'leeraar' 'vs' 'ps' 'predikant' 'vers' 'text' 'dominee'
 'predikte' 'beroepen' 'eerwaarden' 'godsdienst' 'kerk' 'gebed' 'beroep'
 'ds' 'hervormde' 'predikanten' 'joh' 'gemeente' 'gezang' 'kerkenraad'
 'predik' 'eerwaarde' 'ouderling' 'dom' 'beroeping' 'woorde' 'gods'
 'domine' 'paulus' 'gezongen' 'gerardus' 'zingen' 'predikstoel' 'leeraer'
 'gemeijnte' 'bevestigt' 'bevestigd' 'toehoorders' 'intree' 'kerken'
 'beroepinge' 'joan' 'johannes' 'jezus' 'brouwer' 'redevoering'
 'ouderlingen' 'gen']",84,14,64,124,88
349,349,"['eetwaeren' 'dierte' 'graenen' 'schellingen' 'terwe' 'graen' 'abondant'
 'somer' 'sack' 'winter' 'schaers' 'rogge' 'vruchten' 'dierder' 'diere'
 'iaer' 'schellijngen' 'boonen' 'haver' 'meuken' 'sak' 'kooren' 'dieren'
 'tarwe' 'erten' 'stuyvers' 'prijs' 'golt' 'drooge' 'gerste' 'bevrosen'
 'broot' 'eyeren' 'iae' 'taruwe' 'waerdoor' 'gerst' 'overvloet'
 'stuijvers' 'droeven' 'haever' 'advenante' 'broodt' 'kout' 'boter' 'tarw'
 'goldt' 'daegen' 'stuijver' 'rogghe']",84,6,47,90,107
350,350,"['iiij' 'xvj' 'xiij' 'xxiiij' 'viij' 'xxx' 'iij' 'vj' 'vij' 'xviij' 'xl'
 'xxv' 'qr' 'xxiij' 'xij' 'ij' 'stuvers' 'xix' 'xvij' 'xvc' 'oirt' 'xv'
 'es' 'ix' 'xxij' 'up' 'elc' 'xiiij' 'xxviij' 'myte' 'xxix' 'xve' 'xvic'
 'xxxv' 'uut' 'ooc' 'metten' 'plach' 'steerck' 'dwelc' 'dach' 'xx'
 'gheweest' 'godtshuyse' 'daghen' 'lxxx' 'ghelde' 'xj' 'stuver' 'januario']",84,15,32,83,126
351,351,"['woort' 'wagt' 'stark' 'do' 'waar' 'na' 'daan' 'daagh' 'aan' 'daar'
 'gehat' 'dogh' 'wierde' 'aldaar' 'waag' 'niwe' 'ge' 'amstel' 'laaste'
 'gegaan' 'gedaan' 'gaande' 'wyk' 'maar' 'seggen' 'wijk' 'gaan' 'genaamt'
 'plaats' 'braaf' 'bewaart' 'maal' 'nooijt' 'hat' 'laast' 'augst' 'alwaar'
 'capitijn' 'weeder' 'maanden' 'daags' 'haar' 'sware' 'uuren' 'nadat' 'ik'
 'jaar' 'raakte' 'voornaam' 'namentlijk']",82,15,79,142,144
352,352,"['rave' 'ipre' 'ketters' 'beeldt' 'catholijck' 'marckt' 'geusen' 'segt'
 'besigh' 'sagh' 'domini' 'rock' 'ornamenten' 'lagh' 'gewoorden' 'gelijck'
 'sij' 'geus' 'welck' 'seght' 'thomas' 'verborghen' 'maertens'
 'alleenelijck' 'seggende' 'siende' 'soodat' 'altijdt' 'niemandt'
 'catholijcke' 'goddeloose' 'woordt' 'sigh' 'haer' 'beelden' 'hemde'
 'catholijcken' 'seijde' 'daernaer' 'gecommen' 'cruijs' 'sijn'
 'silverwerck' 'sanderdaghs' 'daeruijt' 'niclais' 'aensicht' 'wierdt'
 'silver' 'welcken']",82,1,51,22,39
353,353,"['doe' 'hoer' 'biscop' 'knegten' 'cloosteren' 'togen' 'mit' 'gelderse'
 'all' 'ruters' 'amersfoort' 'ruteren' 'lagen' 'mitten' 'knechten' 'gelre'
 'twe' 'quamen' 'alse' 'holden' 'solden' 'well' 'wolden' 'geholden'
 'setten' 'luden' 'woude' 'dusent' 'roven' 'opter' 'wyth' 'sonnendach'
 'bussen' 'wolde' 'desse' 'gaff' 'drost' 'geset' 'boeven' 'dessen'
 'utrecht' 'hefft' 'quyt' 'hoeren' 'stat' 'onssen' 'bleeff' 'opten'
 'voert' 'daerna']",82,13,61,36,56
354,354,"['pollicieboeck' 'siet' 'verso' 'pollitiebouck' 'folio' 'ghevels'
 'devooren' 'ghewichte' 'vischmarct' 'ghent' 'aude' 'marcten' 'weghens'
 'ande' 'raeckende' 'lijwaeten' 'jaerlicx' 'curieuse' 'ghebueren' 'dico'
 'fo' 'beijaert' 'an' 'siene' 'incomste' 'ghetalle' 'sorten' 'bruijsel'
 'vande' 'stede' 'ghetal' 'onderhauden' 'ghelijck' 'ghebaut' 'noodighe'
 'cleine' 'volghens' 'bouck' 'ghemaeckt' 'voorseide' 'hauten' 'letter'
 'ghegoten' 'lijwaet' 'ghemeente' 'visitacije' 'ghendt' 'different'
 'ghevisiteert' 'inghestelt']",80,10,17,42,52
355,355,"['januari' 'radt' 'loterije' 'treckinge' 'nombers' 'fortune' 'ceremonie'
 'getrokken' 'rad' 'koninglijcke' 'gewonelijcke' 'geschiet'
 'keijserlijcke' 'februari' 'terne' 'ste' 'nomber' 'sonnemans' 'october'
 'gemaekt' 'maend' 'geboren' 'franken' 'mun' 'tyd' 'jac' 'besemer'
 'henegauw' 'adriaan' 'edelachtbare' 'couwenhoven' 'vendumeester'
 'gebruykt' 'hendrik' 'sieur' 'paulus' 'gesteld' 'joseph' 'dato' 'topp'
 'republijke' 'franse' 'volgt' 'belgenland' 'besluyt' 'brussel' 'syn'
 'comtoir' 'vrankryk' 'floreal']",80,11,75,46,42
356,356,"['societeit' 'bestuurders' 'weduwen' 'participanten' 'reekening'
 'jaarlijks' 'capitaal' 'boekhouder' 'lidt' 'aandeel' 'jaarlijksche'
 'contribueeren' 'inteekening' 'directeuren' 'rekening' 'obligatien'
 'ingevalle' 'directeurs' 'somma' 'fonds' 'zullen' 'omslag' 'gelden'
 'bijeenkomst' 'deese' 'mogte' 'classis' 'penningen' 'ingeschreven' 'sal'
 'weezen' 'genieten' 'artikel' 'leeden' 'betaalt' 'behoeven' 'kunnen'
 'betaling' 'egter' 'zullende' 'daartoe' 'quitantie' 'vastgesteld'
 'bepaalt' 'deelnemers' 'ingeval' 'igelijk' 'zulx' 'verpligt' 'ontfang']",76,2,40,29,42
357,357,"['yaar' 'laat' 'kindere' 'kon' 'nags' 'jaar' 'kreeg' 'overleede' 'maande'
 'desember' 'waar' 'gebrek' 'ouderdom' 'maar' 'meenigte' 'wier' 'dogter'
 'overleeden' 'wormerveer' 'wereld' 'echtgenote' 'toen' 'drinken'
 'dogters' 'do' 'dood' 'maanden' 'nood' 'deze' 'braaf' 'hat' 'kwaamen'
 'had' 'jaaren' 'stark' 'waater' 'krachten' 'ongelukkige' 'reeds'
 'begraaven' 'ge' 'elendig' 'tyding' 'tuijs' 'huisgezin' 'plaas'
 'getrouwd' 'tijd' 'daags' 'leeven']",74,5,53,57,109
358,358,"['joh' 'ds' 'corn' 'gerardus' 'predikant' 'jacob' 'ouderling' 'ary'
 'petrus' 'jacobus' 'jac' 'hendrik' 'haringvliet' 'predik' 'cornelia'
 'adriaan' 'daniel' 'predikanten' 'dirk' 'johannes' 'heenvliet' 'johan'
 'leendert' 'brouwer' 'hugo' 'willem' 'uit' 'gerard' 'hoek' 'eiland'
 'plaats' 'kluit' 'samuel' 'geervliet' 'smits' 'dordrecht' 'tonge'
 'gerrit' 'krijger' 'utrecht' 'meijde' 'hartman' 'couwenhoven' 'nicolaas'
 'sonnemans' 'jager' 'merk' 'abraham' 'leiden' 'christiaan']",73,14,25,54,89
359,359,"['schiedam' 'rotterdam' 'vernemende' 'togen' 'lagen' 'dordregt' 'ruiters'
 'behielden' 'schoonhoven' 'plonderen' 'sloegen' 'liepen' 'delft'
 'gevochten' 'quamen' 'poorteren' 'opset' 'beroofden' 'roers' 'dordrecht'
 'gequest' 'knechten' 'paerden' 'bleven' 'geslagen' 'verbranden'
 'gevangen' 'leck' 'getogen' 'ontsetten' 'haerlem' 'trocken' 'lieten'
 'gevogten' 'soldaten' 'roof' 'volck' 'bastaert' 'vlucht' 'vaendelen'
 'knegten' 'stat' 'stats' 'schoten' 'rooven' 'rooff' 'bewaren' 'dorsten'
 'plunderden' 'verlieten']",72,13,55,59,38
360,360,"['zierikzee' 'echter' 'bekend' 'eerlang' 'gelegenheid' 'zich' 'bestaan'
 'zeeland' 'ingezetenen' 'werd' 'vesting' 'lands' 'steeds' 'hollandsche'
 'einde' 'bestuur' 'thans' 'naderhand' 'keizer' 'volken' 'inwoners'
 'voortgezet' 'reeds' 'bestond' 'aanzienlijke' 'eiland' 'staats' 'daartoe'
 'bevolking' 'opmaken' 'vooral' 'dagelijks' 'toen' 'genaamd' 'gebruik'
 'aanvang' 'staat' 'eigene' 'deze' 'holland' 'toestand' 'vaderlands'
 'oorlog' 'gebruiken' 'inzonderheid' 'regering' 'rijk' 'uit' 'verdediging'
 'nijmegen']",72,12,35,26,50
361,361,"['vlammen' 'veroorsakt' 'brand' 'waerdoor' 'zoodaenig' 'geblust'
 'beschaedigt' 'dak' 'geluckig' 'ongelucken' 'brant' 'vuur' 'vlam'
 'veroorsaeken' 'ongeluk' 'hevigen' 'rook' 'seffens' 'ontstaen'
 'waerschijnelijk' 'vlamme' 'genoegsaem' 'woedende' 'schaede' 'besig'
 'daeken' 'dusdaenig' 'ongeluckigen' 'terwijl' 'mogelijks' 'blusschen'
 'gebuerde' 'stutten' 'goon' 'geraekt' 'ongeluckig' 'schrik' 'saeg'
 'schrikkelijcke' 'ondergang' 'voorseker' 'gesmolten' 'overgroot'
 'nauwelijks' 'toeval' 'hevig' 'gebluscht' 'teweeg' 'teenemael' 'brandt']",70,9,62,216,169
362,362,"['steert' 'sterre' 'claer' 'comeet' 'ghesien' 'sach' 'breedt' 'allenskens'
 'staart' 'vertoonde' 'gesien' 'lanck' 'sterren' 'streckende' 'sagh'
 'oosten' 'breet' 'gelijck' 'noort' 'locht' 'zuijt' 'zuijden' 'aensien'
 'stondt' 'werelt' 'bleeck' 'werck' 'westen' 'opwaerts' 'sien' 'sonne'
 'dunne' 'sulck' 'bedeckt' 'quamp' 'gemaeckt' 'dijversche' 'dicke'
 'noorden' 'tween' 'gebrocht' 'buijck' 'conde' 'overyssel' 'mercken'
 'reghen' 'naeckt' 'elck' 'sulcken' 'graden']",70,3,40,58,37
363,363,"['heurlieder' 'tsente' 'ooc' 'eyst' 'up' 'gheseyt' 'es' 'sente' 'keercke'
 'dwelc' 'gheloove' 'ghelijc' 'gheboden' 'zulck' 'dierghelijcke' 'ziene'
 'preecte' 'hemlien' 'qualic' 'buten' 'curts' 'tghemeente' 'upde'
 'zegghende' 'steerck' 'uute' 'gheleyt' 'ontsleghen' 'stick' 'vanghenesse'
 'elc' 'ghelijcken' 'tvolc' 'sommighe' 'upden' 'waecke' 'deen' 'jeghen'
 'ghenouch' 'eeneghe' 'mesdaet' 'gheweere' 'tvolck' 'hemlieden' 'haerlier'
 'huus' 'zom' 'ghescreven' 'ghecrijghen' 'boucken']",69,14,63,20,43
364,364,"['lijk' 'gedregen' 'lijkdienst' 'kerkhof' 'lijken' 'begraeven'
 'afgesongen' 'voorop' 'vaenen' 'hetzelve' 'bestelt' 'roosencrans' 'graf'
 'smedepoorte' 'volgden' 'kruijs' 'confraters' 'carossen' 'waerin'
 'lesende' 'vervoert' 'pligtigen' 'wordende' 'plichtige' 'carosse' 'lijck'
 'nauwelijcks' 'walburge' 'pligtigheijd' 'eerweerdigsten' 'rouw'
 'naermiddag' 'kerkhoven' 'flambeeuwen' 'wijse' 'eerweerden' 'parochiale'
 'vanuijt' 'degene' 'kist' 'choor' 'goon' 'vergeleijt' 'uijtvoer'
 'pligtige' 'hiervooren' 'verselt' 'seffens' 'aengestelde' 'swaerdekens']",69,14,66,66,87
